itemID	actual_category	userID	Rating	Gender
1	Food & Restaurants|Drinks & Spirits	68	3	M
1	Food & Restaurants|Drinks & Spirits	69	3	F
1	Food & Restaurants|Drinks & Spirits	70	5	M
1	Food & Restaurants|Drinks & Spirits	71	3	M
1	Food & Restaurants|Drinks & Spirits	72	2	M
1	Food & Restaurants|Drinks & Spirits	73	5	F
1	Food & Restaurants|Drinks & Spirits	74	4	F
1	Food & Restaurants|Drinks & Spirits	75	3	M
1	Food & Restaurants|Drinks & Spirits	76	2	F
1	Food & Restaurants|Drinks & Spirits	77	5	F
1	Food & Restaurants|Drinks & Spirits	30	3	M
1	Food & Restaurants|Drinks & Spirits	78	4	M
1	Food & Restaurants|Drinks & Spirits	79	4	F
1	Food & Restaurants|Drinks & Spirits	80	4	M
1	Food & Restaurants|Drinks & Spirits	81	3	F
1	Food & Restaurants|Drinks & Spirits	82	3	F
1	Food & Restaurants|Drinks & Spirits	83	2	F
1	Food & Restaurants|Drinks & Spirits	84	5	F
1	Food & Restaurants|Drinks & Spirits	85	5	F
1	Food & Restaurants|Drinks & Spirits	8	4	M
1	Food & Restaurants|Drinks & Spirits	86	4	M
1	Food & Restaurants|Drinks & Spirits	87	5	F
1	Food & Restaurants|Drinks & Spirits	88	3	M
1	Food & Restaurants|Drinks & Spirits	89	3	M
1	Food & Restaurants|Drinks & Spirits	90	1	M
1	Food & Restaurants|Drinks & Spirits	91	4	F
1	Food & Restaurants|Drinks & Spirits	92	3	M
1	Food & Restaurants|Drinks & Spirits	93	3	F
1	Food & Restaurants|Drinks & Spirits	94	4	F
1	Food & Restaurants|Drinks & Spirits	95	4	M
1	Food & Restaurants|Drinks & Spirits	96	3	F
1	Food & Restaurants|Drinks & Spirits	97	2	M
1	Food & Restaurants|Drinks & Spirits	98	4	F
1	Food & Restaurants|Drinks & Spirits	99	2	M
1	Food & Restaurants|Drinks & Spirits	100	3	M
1	Food & Restaurants|Drinks & Spirits	27	5	F
1	Food & Restaurants|Drinks & Spirits	101	3	F
1	Food & Restaurants|Drinks & Spirits	102	5	F
1	Food & Restaurants|Drinks & Spirits	103	3	F
1	Food & Restaurants|Drinks & Spirits	0	4	F
1	Food & Restaurants|Drinks & Spirits	104	3	F
1	Food & Restaurants|Drinks & Spirits	105	3	M
1	Food & Restaurants|Drinks & Spirits	106	3	M
1	Food & Restaurants|Drinks & Spirits	107	5	M
1	Food & Restaurants|Drinks & Spirits	108	4	F
1	Food & Restaurants|Drinks & Spirits	109	5	F
1	Food & Restaurants|Drinks & Spirits	110	4	M
1	Food & Restaurants|Drinks & Spirits	111	3	F
1	Food & Restaurants|Drinks & Spirits	112	4	M
1	Food & Restaurants|Drinks & Spirits	113	5	F
1	Food & Restaurants|Drinks & Spirits	114	4	M
1	Food & Restaurants|Drinks & Spirits	115	4	M
1	Food & Restaurants|Drinks & Spirits	116	4	F
1	Food & Restaurants|Drinks & Spirits	117	3	M
1	Food & Restaurants|Drinks & Spirits	118	3	F
1	Food & Restaurants|Drinks & Spirits	119	2	F
1	Food & Restaurants|Drinks & Spirits	120	2	M
1	Food & Restaurants|Drinks & Spirits	121	4	M
1	Food & Restaurants|Drinks & Spirits	122	4	M
1	Food & Restaurants|Drinks & Spirits	123	3	M
1	Food & Restaurants|Drinks & Spirits	1	3	F
1	Food & Restaurants|Drinks & Spirits	124	4	M
1	Food & Restaurants|Drinks & Spirits	125	3	M
1	Food & Restaurants|Drinks & Spirits	126	4	M
1	Food & Restaurants|Drinks & Spirits	127	3	F
2	Asian|Food & Restaurants	102	4	F
2	Asian|Food & Restaurants	128	2	F
2	Asian|Food & Restaurants	22	4	F
2	Asian|Food & Restaurants	59	4	F
2	Asian|Food & Restaurants	129	5	F
2	Asian|Food & Restaurants	130	3	F
2	Asian|Food & Restaurants	131	4	M
2	Asian|Food & Restaurants	132	1	F
2	Asian|Food & Restaurants	133	3	M
2	Asian|Food & Restaurants	134	3	F
2	Asian|Food & Restaurants	17	3	F
2	Asian|Food & Restaurants	135	3	F
2	Asian|Food & Restaurants	136	4	M
2	Asian|Food & Restaurants	137	5	F
2	Asian|Food & Restaurants	138	3	M
2	Asian|Food & Restaurants	139	3	M
2	Asian|Food & Restaurants	140	4	F
2	Asian|Food & Restaurants	85	3	F
2	Asian|Food & Restaurants	141	5	M
2	Asian|Food & Restaurants	142	2	F
2	Asian|Food & Restaurants	33	4	F
2	Asian|Food & Restaurants	77	3	F
2	Asian|Food & Restaurants	143	2	F
2	Asian|Food & Restaurants	144	3	F
2	Asian|Food & Restaurants	145	5	F
2	Asian|Food & Restaurants	146	4	F
2	Asian|Food & Restaurants	5	1	M
2	Asian|Food & Restaurants	147	1	F
2	Asian|Food & Restaurants	51	2	F
2	Asian|Food & Restaurants	148	1	F
2	Asian|Food & Restaurants	149	4	M
2	Asian|Food & Restaurants	150	3	F
2	Asian|Food & Restaurants	151	1	F
2	Asian|Food & Restaurants	35	5	M
2	Asian|Food & Restaurants	152	3	F
2	Asian|Food & Restaurants	153	5	F
2	Asian|Food & Restaurants	36	4	F
2	Asian|Food & Restaurants	26	3	M
3	Food & Restaurants	154	3	M
3	Food & Restaurants	155	4	F
3	Food & Restaurants	33	4	F
3	Food & Restaurants	60	3	M
3	Food & Restaurants	156	5	M
3	Food & Restaurants	157	3	M
3	Food & Restaurants	158	3	F
3	Food & Restaurants	159	3	M
3	Food & Restaurants	42	4	M
3	Food & Restaurants	160	4	M
3	Food & Restaurants	161	4	M
3	Food & Restaurants	162	5	F
3	Food & Restaurants	163	4	F
3	Food & Restaurants	164	4	M
3	Food & Restaurants	165	5	F
3	Food & Restaurants	166	4	M
3	Food & Restaurants	167	4	F
3	Food & Restaurants	168	2	M
3	Food & Restaurants	169	5	M
3	Food & Restaurants	170	4	F
3	Food & Restaurants	171	5	M
3	Food & Restaurants	172	2	M
3	Food & Restaurants	173	4	F
3	Food & Restaurants	174	5	F
3	Food & Restaurants	175	4	M
3	Food & Restaurants	176	4	F
3	Food & Restaurants	177	4	M
3	Food & Restaurants	178	5	F
3	Food & Restaurants	179	5	F
3	Food & Restaurants	180	4	F
3	Food & Restaurants	181	2	M
3	Food & Restaurants	123	4	M
3	Food & Restaurants	92	4	M
3	Food & Restaurants	80	3	M
3	Food & Restaurants	91	4	F
3	Food & Restaurants	182	4	F
3	Food & Restaurants	86	4	M
3	Food & Restaurants	183	4	M
3	Food & Restaurants	184	4	F
3	Food & Restaurants	1	5	F
3	Food & Restaurants	185	5	F
3	Food & Restaurants	186	5	M
3	Food & Restaurants	187	4	F
3	Food & Restaurants	188	5	F
3	Food & Restaurants	105	4	M
3	Food & Restaurants	189	4	F
3	Food & Restaurants	68	2	M
3	Food & Restaurants	190	4	M
3	Food & Restaurants	41	4	M
3	Food & Restaurants	191	4	M
3	Food & Restaurants	192	5	F
3	Food & Restaurants	193	4	M
3	Food & Restaurants	194	4	F
3	Food & Restaurants	62	4	F
3	Food & Restaurants	100	5	M
3	Food & Restaurants	111	4	F
3	Food & Restaurants	195	5	F
3	Food & Restaurants	115	3	M
3	Food & Restaurants	44	4	F
3	Food & Restaurants	71	4	M
3	Food & Restaurants	3	4	M
3	Food & Restaurants	196	5	M
3	Food & Restaurants	197	3	M
4	Travel & Transportation	198	5	F
4	Travel & Transportation	23	3	F
4	Travel & Transportation	199	3	F
4	Travel & Transportation	200	4	F
4	Travel & Transportation	201	4	M
4	Travel & Transportation	202	4	M
4	Travel & Transportation	20	2	F
4	Travel & Transportation	203	4	M
4	Travel & Transportation	204	4	F
4	Travel & Transportation	205	4	M
4	Travel & Transportation	189	3	F
4	Travel & Transportation	206	5	M
4	Travel & Transportation	207	5	M
4	Travel & Transportation	208	4	F
4	Travel & Transportation	70	5	M
4	Travel & Transportation	209	5	F
4	Travel & Transportation	210	3	M
4	Travel & Transportation	3	4	M
4	Travel & Transportation	211	4	M
4	Travel & Transportation	212	4	F
4	Travel & Transportation	213	3	M
4	Travel & Transportation	214	4	M
4	Travel & Transportation	215	3	M
4	Travel & Transportation	216	4	M
4	Travel & Transportation	172	4	M
4	Travel & Transportation	217	5	F
4	Travel & Transportation	218	5	F
4	Travel & Transportation	219	5	F
4	Travel & Transportation	59	4	F
4	Travel & Transportation	220	5	F
4	Travel & Transportation	221	4	F
4	Travel & Transportation	222	4	M
4	Travel & Transportation	223	4	F
4	Travel & Transportation	224	4	F
4	Travel & Transportation	225	4	M
4	Travel & Transportation	226	5	M
4	Travel & Transportation	2	4	F
4	Travel & Transportation	227	4	F
4	Travel & Transportation	228	4	M
4	Travel & Transportation	229	5	F
4	Travel & Transportation	230	5	M
4	Travel & Transportation	231	3	F
4	Travel & Transportation	232	5	M
4	Travel & Transportation	181	5	M
4	Travel & Transportation	233	5	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	234	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	187	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	235	2	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	236	5	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	237	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	238	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	239	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	240	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	241	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	242	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	243	2	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	244	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	121	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	245	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	246	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	247	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	3	2	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	248	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	249	5	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	250	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	251	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	252	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	253	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	210	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	254	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	255	1	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	135	2	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	256	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	257	5	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	166	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	258	2	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	259	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	260	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	261	5	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	262	5	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	263	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	264	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	265	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	266	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	93	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	267	5	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	268	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	138	5	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	216	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	269	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	270	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	271	2	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	272	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	273	5	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	274	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	40	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	275	2	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	276	5	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	277	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	278	5	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	279	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	280	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	281	2	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	282	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	283	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	284	5	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	157	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	182	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	16	1	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	285	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	57	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	90	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	286	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	287	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	288	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	289	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	290	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	291	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	292	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	208	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	293	2	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	294	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	136	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	295	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	296	5	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	130	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	297	2	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	298	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	299	5	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	300	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	301	5	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	302	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	303	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	304	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	305	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	306	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	307	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	308	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	309	2	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	181	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	310	5	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	119	2	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	311	2	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	312	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	87	1	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	313	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	314	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	315	1	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	316	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	80	4	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	317	3	M
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	231	3	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	318	5	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	319	4	F
5	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	320	4	F
6	Food & Restaurants	74	4	F
6	Food & Restaurants	321	4	F
6	Food & Restaurants	237	2	F
6	Food & Restaurants	91	2	F
6	Food & Restaurants	322	4	M
6	Food & Restaurants	254	5	F
6	Food & Restaurants	236	4	M
6	Food & Restaurants	323	3	M
6	Food & Restaurants	324	5	F
6	Food & Restaurants	84	3	F
6	Food & Restaurants	325	4	F
6	Food & Restaurants	30	4	M
6	Food & Restaurants	326	4	F
6	Food & Restaurants	327	4	F
6	Food & Restaurants	41	5	M
6	Food & Restaurants	328	5	F
6	Food & Restaurants	94	5	F
6	Food & Restaurants	1	5	F
6	Food & Restaurants	225	4	M
6	Food & Restaurants	329	4	F
6	Food & Restaurants	330	3	M
6	Food & Restaurants	331	4	M
6	Food & Restaurants	332	3	F
6	Food & Restaurants	311	2	F
6	Food & Restaurants	333	5	M
6	Food & Restaurants	334	5	F
6	Food & Restaurants	335	5	F
6	Food & Restaurants	336	2	F
6	Food & Restaurants	337	3	M
6	Food & Restaurants	338	3	M
6	Food & Restaurants	339	3	M
6	Food & Restaurants	134	2	F
6	Food & Restaurants	340	2	M
6	Food & Restaurants	341	4	M
6	Food & Restaurants	60	4	M
6	Food & Restaurants	342	4	F
6	Food & Restaurants	63	3	M
6	Food & Restaurants	343	3	M
6	Food & Restaurants	344	4	F
6	Food & Restaurants	345	4	F
6	Food & Restaurants	173	2	F
6	Food & Restaurants	271	4	F
6	Food & Restaurants	346	5	F
6	Food & Restaurants	170	3	F
6	Food & Restaurants	347	2	F
6	Food & Restaurants	348	5	F
6	Food & Restaurants	301	5	M
6	Food & Restaurants	349	3	M
6	Food & Restaurants	350	2	M
6	Food & Restaurants	351	4	F
6	Food & Restaurants	192	2	F
6	Food & Restaurants	183	4	M
6	Food & Restaurants	352	5	F
6	Food & Restaurants	353	4	F
7	Travel & Transportation	354	4	F
7	Travel & Transportation	159	4	M
7	Travel & Transportation	325	5	F
7	Travel & Transportation	44	4	F
7	Travel & Transportation	351	3	F
7	Travel & Transportation	355	4	F
7	Travel & Transportation	221	3	F
7	Travel & Transportation	356	4	M
7	Travel & Transportation	222	3	M
7	Travel & Transportation	357	4	M
7	Travel & Transportation	358	5	M
7	Travel & Transportation	172	4	M
7	Travel & Transportation	336	5	F
7	Travel & Transportation	359	4	M
7	Travel & Transportation	55	3	F
7	Travel & Transportation	360	4	F
7	Travel & Transportation	361	4	F
7	Travel & Transportation	270	3	M
7	Travel & Transportation	176	5	F
7	Travel & Transportation	362	1	M
7	Travel & Transportation	363	5	F
7	Travel & Transportation	225	4	M
7	Travel & Transportation	23	4	F
7	Travel & Transportation	364	3	F
7	Travel & Transportation	365	5	F
7	Travel & Transportation	235	4	F
7	Travel & Transportation	366	4	F
7	Travel & Transportation	1	4	F
7	Travel & Transportation	367	4	M
7	Travel & Transportation	253	5	F
7	Travel & Transportation	260	3	F
7	Travel & Transportation	181	3	M
7	Travel & Transportation	2	1	F
7	Travel & Transportation	368	5	F
7	Travel & Transportation	369	4	F
7	Travel & Transportation	284	5	M
7	Travel & Transportation	370	4	M
7	Travel & Transportation	371	3	M
7	Travel & Transportation	372	4	M
7	Travel & Transportation	373	5	M
7	Travel & Transportation	344	4	F
7	Travel & Transportation	374	4	M
7	Travel & Transportation	375	5	F
7	Travel & Transportation	297	3	M
7	Travel & Transportation	376	3	F
7	Travel & Transportation	377	4	M
7	Travel & Transportation	378	5	M
7	Travel & Transportation	379	4	F
7	Travel & Transportation	380	2	F
7	Travel & Transportation	157	5	M
7	Travel & Transportation	381	4	F
7	Travel & Transportation	62	5	F
7	Travel & Transportation	232	5	M
7	Travel & Transportation	203	4	M
7	Travel & Transportation	314	4	M
7	Travel & Transportation	353	5	F
7	Travel & Transportation	382	5	F
7	Travel & Transportation	28	4	M
7	Travel & Transportation	66	4	M
7	Travel & Transportation	383	5	M
7	Travel & Transportation	384	4	F
7	Travel & Transportation	224	3	F
7	Travel & Transportation	385	4	F
8	Food & Restaurants	204	5	F
8	Food & Restaurants	80	3	M
8	Food & Restaurants	240	3	F
8	Food & Restaurants	122	4	M
8	Food & Restaurants	386	4	F
8	Food & Restaurants	387	4	F
8	Food & Restaurants	388	3	F
8	Food & Restaurants	389	5	M
8	Food & Restaurants	157	5	M
8	Food & Restaurants	121	3	M
8	Food & Restaurants	390	4	F
8	Food & Restaurants	333	4	M
8	Food & Restaurants	391	5	M
8	Food & Restaurants	392	3	M
8	Food & Restaurants	393	5	F
8	Food & Restaurants	394	3	F
8	Food & Restaurants	395	4	F
8	Food & Restaurants	396	3	F
8	Food & Restaurants	397	5	M
8	Food & Restaurants	398	5	M
8	Food & Restaurants	399	4	F
8	Food & Restaurants	400	3	F
8	Food & Restaurants	401	4	F
8	Food & Restaurants	402	1	F
8	Food & Restaurants	403	5	M
8	Food & Restaurants	404	4	F
8	Food & Restaurants	405	4	M
8	Food & Restaurants	406	4	M
8	Food & Restaurants	407	4	M
8	Food & Restaurants	187	4	F
8	Food & Restaurants	235	4	F
8	Food & Restaurants	408	3	M
8	Food & Restaurants	409	5	M
8	Food & Restaurants	410	4	M
8	Food & Restaurants	411	4	F
8	Food & Restaurants	412	5	F
8	Food & Restaurants	156	5	M
8	Food & Restaurants	317	5	M
8	Food & Restaurants	298	5	F
8	Food & Restaurants	413	4	M
8	Food & Restaurants	384	4	F
8	Food & Restaurants	224	5	F
8	Food & Restaurants	414	5	F
8	Food & Restaurants	415	3	F
8	Food & Restaurants	416	4	F
8	Food & Restaurants	305	4	F
8	Food & Restaurants	417	5	M
8	Food & Restaurants	418	4	M
8	Food & Restaurants	123	3	M
8	Food & Restaurants	419	3	F
8	Food & Restaurants	420	5	F
8	Food & Restaurants	91	5	F
8	Food & Restaurants	421	4	F
8	Food & Restaurants	422	3	F
8	Food & Restaurants	87	3	F
8	Food & Restaurants	423	5	F
8	Food & Restaurants	424	3	F
8	Food & Restaurants	425	4	F
8	Food & Restaurants	426	4	M
8	Food & Restaurants	315	1	F
8	Food & Restaurants	271	5	F
8	Food & Restaurants	427	1	F
8	Food & Restaurants	428	4	M
8	Food & Restaurants	310	5	M
8	Food & Restaurants	429	5	M
8	Food & Restaurants	430	5	M
8	Food & Restaurants	431	4	M
8	Food & Restaurants	222	3	M
8	Food & Restaurants	195	5	F
8	Food & Restaurants	215	4	M
8	Food & Restaurants	432	4	F
8	Food & Restaurants	75	4	M
8	Food & Restaurants	433	4	M
8	Food & Restaurants	252	4	F
8	Food & Restaurants	261	4	F
8	Food & Restaurants	93	4	F
8	Food & Restaurants	434	3	M
8	Food & Restaurants	269	4	M
8	Food & Restaurants	435	5	M
8	Food & Restaurants	381	4	F
8	Food & Restaurants	100	5	M
8	Food & Restaurants	436	4	F
8	Food & Restaurants	437	4	M
8	Food & Restaurants	359	4	M
8	Food & Restaurants	438	5	F
8	Food & Restaurants	439	4	F
8	Food & Restaurants	440	4	F
8	Food & Restaurants	441	4	F
8	Food & Restaurants	304	4	M
8	Food & Restaurants	124	4	M
8	Food & Restaurants	442	5	F
8	Food & Restaurants	443	3	M
8	Food & Restaurants	85	4	F
8	Food & Restaurants	233	4	M
8	Food & Restaurants	444	5	M
