,userID,iid,Rating,label,Gender
122,845,618,4,1,0
123,845,709,4,1,0
124,845,26,4,1,0
125,845,329,5,1,0
126,845,407,5,1,0
127,845,443,4,1,0
128,845,492,4,1,0
129,845,100,4,1,0
130,845,297,4,1,0
131,845,356,5,1,0
132,845,78,5,1,0
133,845,229,5,1,0
134,845,721,4,1,0
135,845,170,4,1,0
136,845,216,5,1,0
137,845,47,5,1,0
138,845,454,3,1,0
139,845,432,4,1,0
140,845,1330,2,1,0
141,845,161,5,1,0
142,845,309,4,1,0
143,845,247,4,1,0
144,845,619,4,1,0
145,845,731,4,1,0
146,845,568,5,1,0
147,845,370,2,1,0
148,845,226,2,1,0
149,845,239,5,1,0
150,845,355,4,1,0
151,845,208,3,1,0
152,845,156,4,1,0
153,845,32,4,1,0
154,845,182,4,1,0
155,845,389,4,1,0
156,845,101,5,1,0
157,845,640,5,1,0
158,845,311,4,1,0
159,845,221,3,1,0
160,845,174,4,1,0
161,845,94,4,1,0
162,845,586,4,1,0
163,845,497,5,1,0
164,845,22,5,1,0
165,845,42,3,1,0
166,845,880,3,1,0
167,845,723,3,1,0
168,845,146,4,1,0
169,845,851,4,1,0
170,845,324,5,1,0
171,845,604,3,1,0
172,845,40,3,1,0
173,845,980,3,1,0
174,705,176,5,1,1
175,705,1094,4,1,1
176,705,614,2,1,1
177,705,308,5,1,1
178,705,423,4,1,1
179,705,357,4,1,1
180,705,114,5,1,1
181,705,212,4,1,1
182,705,320,5,1,1
183,705,291,5,1,1
184,705,156,4,1,1
185,705,804,4,1,1
186,705,709,5,1,1
187,705,102,5,1,1
188,705,52,5,1,1
189,705,321,5,1,1
190,705,161,5,1,1
191,705,91,3,1,1
192,705,293,4,1,1
193,705,434,4,1,1
194,705,516,4,1,1
195,705,29,2,1,1
196,705,725,1,1,1
197,705,57,3,1,1
198,705,437,5,1,1
199,705,478,4,1,1
200,705,101,5,1,1
201,705,20,5,1,1
202,705,411,4,1,1
203,705,451,5,1,1
204,705,231,5,1,1
205,705,244,3,1,1
206,705,179,4,1,1
207,705,169,3,1,1
208,705,50,4,1,1
209,705,207,4,1,1
210,705,191,3,1,1
211,705,299,3,1,1
212,705,112,3,1,1
213,705,1152,4,1,1
214,705,145,2,1,1
215,705,33,4,1,1
216,705,1334,4,1,1
217,705,47,4,1,1
218,705,15,5,1,1
219,705,1225,4,1,1
220,705,329,3,1,1
221,705,463,4,1,1
222,705,573,4,1,1
223,705,358,3,1,1
224,705,135,3,1,1
225,705,1082,4,1,1
226,705,546,4,1,1
227,705,829,3,1,1
228,705,309,5,1,1
229,705,182,3,1,1
230,705,902,4,1,1
231,705,553,5,1,1
232,705,347,5,1,1
233,705,264,5,1,1
234,705,526,3,1,1
235,705,218,3,1,1
236,705,872,4,1,1
237,705,366,5,1,1
238,705,606,4,1,1
239,705,283,4,1,1
240,705,316,5,1,1
241,705,53,4,1,1
242,705,254,3,1,1
243,705,684,4,1,1
244,705,571,2,1,1
245,705,918,1,1,1
246,705,345,3,1,1
247,705,430,5,1,1
248,705,472,3,1,1
249,705,942,4,1,1
250,705,201,5,1,1
251,705,470,5,1,1
252,705,396,5,1,1
253,705,330,1,1,1
254,705,473,3,1,1
255,705,890,4,1,1
256,705,21,4,1,1
257,705,1022,4,1,1
258,705,587,3,1,1
259,705,354,3,1,1
260,705,26,4,1,1
261,705,541,4,1,1
262,705,542,3,1,1
263,705,661,4,1,1
264,705,365,4,1,1
265,705,367,2,1,1
266,705,185,2,1,1
267,705,874,4,1,1
268,705,675,4,1,1
269,705,432,4,1,1
270,705,84,3,1,1
271,705,700,4,1,1
272,705,194,3,1,1
273,705,717,4,1,1
274,705,27,5,1,1
275,705,318,5,1,1
276,705,1130,4,1,1
277,705,80,5,1,1
278,705,1032,3,1,1
279,705,247,4,1,1
280,705,310,4,1,1
281,705,740,4,1,1
282,705,226,4,1,1
283,705,416,5,1,1
284,705,446,3,1,1
285,705,8,5,1,1
286,20,645,5,1,0
287,20,289,5,1,0
288,20,51,4,1,0
289,20,144,4,1,0
290,20,89,5,1,0
291,20,444,3,1,0
292,20,49,5,1,0
293,20,1046,5,1,0
294,20,357,5,1,0
295,20,158,4,1,0
296,20,392,4,1,0
297,20,703,5,1,0
298,20,181,5,1,0
299,20,222,4,1,0
300,20,28,4,1,0
301,20,77,5,1,0
302,20,153,4,1,0
303,20,270,4,1,0
304,20,641,5,1,0
305,20,512,4,1,0
306,20,849,4,1,0
307,20,209,5,1,0
308,20,686,2,1,0
309,20,87,5,1,0
310,20,549,5,1,0
311,20,532,4,1,0
312,20,12,5,1,0
313,20,402,4,1,0
314,20,529,4,1,0
315,20,364,5,1,0
316,20,246,5,1,0
317,20,534,4,1,0
318,20,306,3,1,0
319,20,52,4,1,0
320,20,278,4,1,0
321,20,365,4,1,0
322,20,485,4,1,0
323,20,140,5,1,0
324,20,1009,4,1,0
325,20,17,4,1,0
326,20,198,5,1,0
327,20,695,4,1,0
328,20,355,4,1,0
329,20,10,4,1,0
330,20,771,3,1,0
331,20,1114,4,1,0
332,20,305,2,1,0
333,20,136,4,1,0
334,20,857,3,1,0
335,20,552,2,1,0
336,20,25,4,1,0
337,20,177,3,1,0
338,20,165,3,1,0
339,20,415,3,1,0
340,20,521,2,1,0
341,20,505,3,1,0
342,20,350,3,1,0
343,20,1011,3,1,0
344,20,514,3,1,0
345,20,697,2,1,0
346,20,1133,3,1,0
347,20,228,3,1,0
348,20,1057,3,1,0
349,20,90,5,1,0
350,20,216,4,1,0
351,20,229,5,1,0
352,20,452,5,1,0
353,20,564,5,1,0
354,20,102,5,1,0
355,20,34,5,1,0
356,20,101,4,1,0
357,20,356,4,1,0
358,20,367,5,1,0
359,20,217,4,1,0
360,20,231,2,1,0
361,20,536,5,1,0
362,20,347,5,1,0
363,20,239,4,1,0
364,20,21,4,1,0
365,20,430,5,1,0
366,20,407,4,1,0
367,20,92,5,1,0
368,20,317,4,1,0
369,20,670,5,1,0
370,20,851,5,1,0
371,20,544,5,1,0
372,20,422,3,1,0
373,20,32,4,1,0
374,20,297,3,1,0
375,20,201,4,1,0
376,20,114,5,1,0
377,20,275,5,1,0
378,20,858,4,1,0
379,20,88,5,1,0
380,20,469,5,1,0
381,20,786,5,1,0
382,20,9,4,1,0
383,20,94,3,1,0
384,20,121,5,1,0
385,20,316,5,1,0
386,20,456,5,1,0
387,20,161,4,1,0
388,20,100,5,1,0
389,20,268,5,1,0
390,20,98,4,1,0
391,20,139,5,1,0
392,20,509,5,1,0
393,20,60,4,1,0
394,20,269,4,1,0
395,20,48,4,1,0
396,20,261,3,1,0
397,20,875,4,1,0
398,20,339,4,1,0
399,20,325,5,1,0
400,20,710,5,1,0
401,20,742,4,1,0
402,20,450,4,1,0
403,20,148,5,1,0
404,20,117,4,1,0
405,20,1096,5,1,0
406,20,159,1,1,0
407,20,83,5,1,0
408,20,403,4,1,0
409,20,473,5,1,0
410,635,193,4,1,0
411,635,229,4,1,0
412,635,297,5,1,0
413,635,99,4,1,0
414,635,92,4,1,0
415,635,216,5,1,0
416,635,568,5,1,0
417,635,843,5,1,0
418,635,5,4,1,0
419,635,260,5,1,0
420,635,349,4,1,0
421,635,239,5,1,0
422,635,337,4,1,0
423,635,404,5,1,0
424,635,288,5,1,0
425,635,398,5,1,0
426,635,498,4,1,0
427,635,277,5,1,0
428,635,356,5,1,0
429,635,200,5,1,0
430,635,247,5,1,0
431,635,527,4,1,0
432,635,47,4,1,0
433,635,588,5,1,0
434,635,422,4,1,0
435,635,396,5,1,0
436,635,626,5,1,0
437,635,93,5,1,0
438,635,236,5,1,0
439,635,640,5,1,0
440,635,547,5,1,0
441,635,44,4,1,0
442,635,102,5,1,0
443,635,525,4,1,0
444,635,554,5,1,0
445,635,240,5,1,0
446,635,195,5,1,0
447,635,797,5,1,0
448,635,643,5,1,0
449,635,291,4,1,0
450,635,725,5,1,0
451,635,179,5,1,0
452,635,146,5,1,0
453,635,208,4,1,0
454,635,502,4,1,0
455,635,407,4,1,0
456,635,425,3,1,0
457,635,454,4,1,0
458,635,112,4,1,0
459,635,156,5,1,0
460,635,497,4,1,0
461,635,790,4,1,0
462,635,147,4,1,0
463,635,114,5,1,0
464,635,474,4,1,0
465,635,201,4,1,0
466,635,748,5,1,0
467,635,541,4,1,0
468,635,375,3,1,0
469,635,689,3,1,0
470,635,296,3,1,0
471,635,530,5,1,0
472,635,249,3,1,0
473,635,368,4,1,0
474,635,957,3,1,0
475,635,1077,3,1,0
476,635,909,3,1,0
477,635,204,4,1,0
478,635,40,4,1,0
479,635,347,5,1,0
480,635,101,5,1,0
481,635,266,4,1,0
482,635,115,5,1,0
483,635,261,4,1,0
484,635,184,3,1,0
485,635,4,4,1,0
486,593,565,3,1,0
487,593,419,3,1,0
488,593,117,3,1,0
489,593,884,2,1,0
490,593,1040,3,1,0
491,593,49,4,1,0
492,593,58,5,1,0
493,593,52,3,1,0
494,593,189,4,1,0
495,593,133,4,1,0
496,593,387,3,1,0
497,593,592,4,1,0
498,593,357,3,1,0
499,593,12,4,1,0
500,593,68,4,1,0
501,593,399,3,1,0
502,593,686,3,1,0
503,153,144,2,1,1
504,153,1078,4,1,1
505,153,52,4,1,1
506,153,305,4,1,1
507,153,209,4,1,1
508,153,357,4,1,1
509,153,133,4,1,1
510,153,858,5,1,1
511,153,63,5,1,1
512,153,198,3,1,1
513,153,1040,4,1,1
514,153,658,5,1,1
515,153,431,4,1,1
516,153,180,5,1,1
517,153,49,5,1,1
518,153,597,4,1,1
519,153,24,5,1,1
520,153,136,4,1,1
521,153,1000,5,1,1
522,153,25,3,1,1
523,153,103,3,1,1
524,153,181,1,1,1
525,153,529,2,1,1
526,153,278,3,1,1
527,153,179,3,1,1
528,153,410,5,1,1
529,153,81,5,1,1
530,153,240,3,1,1
531,153,477,5,1,1
532,153,216,4,1,1
533,153,843,4,1,1
534,153,295,4,1,1
535,153,36,4,1,1
536,153,89,5,1,1
537,153,389,4,1,1
538,153,238,4,1,1
539,153,329,5,1,1
540,153,288,5,1,1
541,153,853,3,1,1
542,153,571,4,1,1
543,153,102,4,1,1
544,153,88,3,1,1
545,153,182,4,1,1
546,153,217,5,1,1
547,153,137,4,1,1
548,153,398,4,1,1
549,153,29,2,1,1
550,153,101,4,1,1
551,153,564,3,1,1
552,153,195,3,1,1
553,153,256,3,1,1
554,153,125,5,1,1
555,153,100,4,1,1
556,153,361,4,1,1
557,153,762,3,1,1
558,153,38,3,1,1
559,153,472,4,1,1
560,153,199,5,1,1
561,153,507,4,1,1
562,153,93,5,1,1
563,153,67,5,1,1
564,153,400,3,1,1
565,153,311,3,1,1
566,153,161,4,1,1
567,153,783,4,1,1
568,153,684,4,1,1
569,153,650,4,1,1
570,153,810,4,1,1
571,153,22,3,1,1
572,153,156,4,1,1
573,153,717,3,1,1
574,153,226,4,1,1
575,153,236,5,1,1
576,153,31,5,1,1
577,153,34,4,1,1
578,153,542,4,1,1
579,153,56,3,1,1
580,153,478,4,1,1
581,153,839,4,1,1
582,153,260,4,1,1
583,153,16,3,1,1
584,153,247,3,1,1
585,153,220,4,1,1
586,153,26,4,1,1
587,153,215,3,1,1
588,153,221,4,1,1
589,153,114,4,1,1
590,153,57,3,1,1
591,153,342,4,1,1
592,153,422,2,1,1
593,153,504,4,1,1
594,153,536,5,1,1
595,153,516,5,1,1
596,153,469,3,1,1
597,153,296,3,1,1
598,153,587,3,1,1
599,153,53,2,1,1
600,153,538,3,1,1
601,153,745,4,1,1
602,153,112,4,1,1
603,153,553,3,1,1
604,153,454,2,1,1
605,153,524,3,1,1
606,153,456,2,1,1
607,37,157,5,1,0
608,37,645,4,1,0
609,37,95,4,1,0
610,37,98,4,1,0
611,37,51,3,1,0
612,37,60,4,1,0
613,37,144,3,1,0
614,37,495,4,1,0
615,37,331,3,1,0
616,37,1001,3,1,0
617,37,274,3,1,0
618,37,802,3,1,0
619,37,180,5,1,0
620,37,153,5,1,0
621,37,242,5,1,0
622,37,63,4,1,0
623,37,52,5,1,0
624,37,141,4,1,0
625,37,209,5,1,0
626,37,849,4,1,0
627,37,140,4,1,0
628,37,189,5,1,0
629,37,103,5,1,0
630,37,25,3,1,0
631,37,24,5,1,0
632,37,686,4,1,0
633,37,730,4,1,0
634,37,49,5,1,0
635,37,405,4,1,0
636,37,382,4,1,0
637,37,204,3,1,0
638,37,488,2,1,0
639,37,120,4,1,0
640,37,848,4,1,0
641,37,10,4,1,0
642,37,30,4,1,0
643,37,450,4,1,0
644,37,267,4,1,0
645,37,86,4,1,0
646,37,198,4,1,0
647,37,426,4,1,0
648,37,412,4,1,0
649,37,158,4,1,0
650,37,87,3,1,0
651,37,181,4,1,0
652,37,364,4,1,0
653,37,355,5,1,0
654,37,77,5,1,0
655,37,305,4,1,0
656,37,97,4,1,0
657,37,481,3,1,0
658,37,302,4,1,0
659,37,306,3,1,0
660,37,649,4,1,0
661,37,370,2,1,0
662,37,771,4,1,0
663,37,698,4,1,0
664,37,1046,4,1,0
665,37,442,3,1,0
666,37,549,4,1,0
667,37,713,4,1,0
668,37,402,4,1,0
669,37,759,3,1,0
670,37,984,3,1,0
671,37,233,3,1,0
672,37,574,3,1,0
673,37,371,4,1,0
674,37,561,2,1,0
675,37,23,3,1,0
676,37,1011,3,1,0
677,37,350,3,1,0
678,37,196,3,1,0
679,37,136,3,1,0
680,37,151,3,1,0
681,37,917,3,1,0
682,37,514,2,1,0
683,37,560,3,1,0
684,37,529,3,1,0
685,37,278,3,1,0
686,37,991,3,1,0
687,37,508,3,1,0
688,37,165,2,1,0
689,37,465,2,1,0
690,37,228,2,1,0
691,37,106,3,1,0
692,37,610,3,1,0
693,37,878,2,1,0
694,37,167,2,1,0
695,37,568,5,1,0
696,37,195,5,1,0
697,37,762,3,1,0
698,37,721,5,1,0
699,37,288,5,1,0
700,37,337,4,1,0
701,37,586,3,1,0
702,37,662,3,1,0
703,37,297,5,1,0
704,37,239,5,1,0
705,37,118,5,1,0
706,37,250,4,1,0
707,37,469,4,1,0
708,37,726,4,1,0
709,37,492,4,1,0
710,37,203,4,1,0
711,37,94,5,1,0
712,37,200,5,1,0
713,37,407,5,1,0
714,37,558,4,1,0
715,37,229,5,1,0
716,37,379,3,1,0
717,37,240,5,1,0
718,37,290,4,1,0
719,37,498,4,1,0
720,37,16,3,1,0
721,37,273,5,1,0
722,37,320,3,1,0
723,37,356,5,1,0
724,37,731,5,1,0
725,37,619,5,1,0
726,37,1036,3,1,0
727,37,333,4,1,0
728,37,422,4,1,0
729,37,723,4,1,0
730,37,739,3,1,0
731,37,737,3,1,0
732,37,831,3,1,0
733,37,640,4,1,0
734,37,366,4,1,0
735,37,688,4,1,0
736,37,57,5,1,0
737,37,32,4,1,0
738,37,629,5,1,0
739,37,460,3,1,0
740,37,191,4,1,0
741,37,20,3,1,0
742,37,79,3,1,0
743,37,3,3,1,0
744,37,451,4,1,0
745,37,404,4,1,0
746,37,9,3,1,0
747,37,773,3,1,0
748,37,284,4,1,0
749,37,164,4,1,0
750,37,490,5,1,0
751,37,359,5,1,0
752,37,62,4,1,0
753,37,1156,3,1,0
754,37,244,4,1,0
755,37,298,3,1,0
756,37,390,4,1,0
757,37,601,4,1,0
758,37,952,3,1,0
759,37,323,3,1,0
760,37,554,4,1,0
761,37,121,4,1,0
762,37,994,4,1,0
763,37,92,4,1,0
764,37,111,4,1,0
765,37,430,4,1,0
766,37,786,2,1,0
767,37,540,1,1,0
768,37,358,3,1,0
769,37,611,1,1,0
770,37,570,3,1,0
771,37,293,3,1,0
772,37,1142,1,1,0
773,37,518,3,1,0
774,37,375,2,1,0
775,37,1221,2,1,0
776,37,1140,3,1,0
777,37,987,4,1,0
778,37,986,4,1,0
779,37,109,3,1,0
780,37,216,5,1,0
781,37,47,4,1,0
782,37,367,5,1,0
783,37,389,4,1,0
784,37,725,4,1,0
785,37,93,4,1,0
786,37,247,5,1,0
787,37,221,4,1,0
788,37,226,3,1,0
789,37,815,3,1,0
790,37,285,4,1,0
791,37,88,4,1,0
792,37,42,3,1,0
793,37,553,3,1,0
794,37,207,4,1,0
795,37,1144,4,1,0
796,37,928,4,1,0
797,37,643,4,1,0
798,37,13,3,1,0
799,37,588,3,1,0
800,37,383,3,1,0
801,37,179,4,1,0
802,37,324,4,1,0
803,37,1205,2,1,0
804,37,37,1,1,0
805,37,926,3,1,0
806,37,437,4,1,0
807,37,33,3,1,0
808,37,477,4,1,0
809,37,17,3,1,0
810,37,546,4,1,0
811,37,291,3,1,0
812,37,822,3,1,0
813,37,321,5,1,0
814,37,307,5,1,0
815,37,276,4,1,0
816,37,249,4,1,0
817,37,711,4,1,0
818,37,205,3,1,0
819,37,65,3,1,0
820,37,347,4,1,0
821,37,1181,2,1,0
822,37,526,4,1,0
823,37,676,2,1,0
824,37,671,4,1,0
825,37,466,3,1,0
826,37,1076,1,1,0
827,37,808,3,1,0
828,37,55,3,1,0
829,37,8,3,1,0
830,37,328,3,1,0
831,37,934,3,1,0
832,37,874,2,1,0
833,37,433,3,1,0
834,37,754,2,1,0
835,37,332,2,1,0
836,37,609,4,1,0
837,37,101,5,1,0
838,37,398,4,1,0
839,37,217,5,1,0
840,37,311,5,1,0
841,37,22,5,1,0
842,37,46,4,1,0
843,37,256,5,1,0
844,37,231,4,1,0
845,37,102,5,1,0
846,37,161,5,1,0
847,37,147,4,1,0
848,37,790,4,1,0
849,37,156,4,1,0
850,37,443,4,1,0
851,37,502,3,1,0
852,37,76,3,1,0
853,37,6,4,1,0
854,37,208,4,1,0
855,37,112,5,1,0
856,37,885,4,1,0
857,37,454,3,1,0
858,37,425,1,1,0
859,37,748,4,1,0
860,37,456,2,1,0
861,37,436,3,1,0
862,37,54,3,1,0
863,37,1179,3,1,0
864,37,317,4,1,0
865,37,468,3,1,0
866,37,219,3,1,0
867,37,373,4,1,0
868,37,114,4,1,0
869,37,541,3,1,0
870,37,368,4,1,0
871,37,296,2,1,0
872,37,474,4,1,0
873,37,537,1,1,0
874,37,883,3,1,0
875,37,622,1,1,0
876,37,758,1,1,0
877,37,521,3,1,0
878,37,909,3,1,0
879,37,416,2,1,0
880,37,150,4,1,0
881,37,142,4,1,0
882,37,31,5,1,0
883,37,211,4,1,0
884,37,361,4,1,0
885,37,511,4,1,0
886,37,113,5,1,0
887,37,394,4,1,0
888,37,871,3,1,0
889,37,215,3,1,0
890,37,75,3,1,0
891,37,61,4,1,0
892,37,154,4,1,0
893,37,338,4,1,0
894,37,314,4,1,0
895,37,420,2,1,0
896,37,123,3,1,0
897,37,1165,3,1,0
898,37,1199,1,1,0
899,37,1053,3,1,0
900,37,870,2,1,0
901,37,719,3,1,0
902,37,868,3,1,0
903,37,804,4,1,0
904,37,507,4,1,0
905,37,50,5,1,0
906,37,26,5,1,0
907,37,218,4,1,0
908,37,542,4,1,0
909,37,345,4,1,0
910,37,159,3,1,0
911,37,309,4,1,0
912,37,56,5,1,0
913,37,423,4,1,0
914,37,135,5,1,0
915,37,432,4,1,0
916,37,478,4,1,0
917,37,675,3,1,0
918,37,385,3,1,0
919,37,862,4,1,0
920,37,272,3,1,0
921,37,823,2,1,0
922,37,860,4,1,0
923,37,194,3,1,0
924,37,155,3,1,0
925,37,1298,2,1,0
926,37,232,4,1,0
927,37,1061,3,1,0
928,37,462,3,1,0
929,37,656,3,1,0
930,37,27,3,1,0
931,37,143,2,1,0
932,37,587,4,1,0
933,37,516,4,1,0
934,37,434,2,1,0
935,37,652,2,1,0
936,37,797,3,1,0
937,37,36,5,1,0
938,37,880,3,1,0
939,37,467,3,1,0
940,37,351,5,1,0
941,37,851,4,1,0
942,37,1106,1,1,0
943,37,921,5,1,0
944,37,172,3,1,0
945,37,733,2,1,0
946,37,556,3,1,0
947,37,747,2,1,0
948,37,677,3,1,0
949,37,982,1,1,0
950,37,18,1,1,0
951,37,493,3,1,0
952,37,197,2,1,0
953,37,1238,2,1,0
954,37,299,4,1,0
955,37,559,4,1,0
956,37,199,4,1,0
957,37,235,5,1,0
958,37,681,4,1,0
959,37,292,5,1,0
960,37,969,3,1,0
961,37,1207,4,1,0
962,37,146,3,1,0
963,37,14,3,1,0
964,37,697,2,1,0
965,37,968,3,1,0
966,37,315,3,1,0
967,915,47,4,1,0
968,915,360,5,1,0
969,915,403,1,1,0
970,915,509,3,1,0
971,915,139,2,1,0
972,915,60,2,1,0
973,915,355,4,1,0
974,915,91,3,1,0
975,915,6,4,1,0
976,915,256,4,1,0
977,915,191,2,1,0
978,915,277,4,1,0
979,915,174,3,1,0
980,915,36,4,1,0
981,915,100,3,1,0
982,915,568,3,1,0
983,915,63,4,1,0
984,915,379,4,1,0
985,915,357,4,1,0
986,915,199,3,1,0
987,915,180,5,1,0
988,915,903,3,1,0
989,915,24,2,1,0
990,915,156,4,1,0
991,915,216,5,1,0
992,915,242,3,1,0
993,915,390,5,1,0
994,915,311,5,1,0
995,915,1,4,1,0
996,915,217,5,1,0
997,915,200,4,1,0
998,915,72,3,1,0
999,915,240,5,1,0
1000,915,725,3,1,0
1001,915,351,3,1,0
1002,915,186,4,1,0
1003,915,49,3,1,0
1004,915,179,4,1,0
1005,915,329,3,1,0
1006,915,52,3,1,0
1007,915,29,4,1,0
1008,915,113,5,1,0
1009,915,389,2,1,0
1010,915,504,4,1,0
1011,915,7,2,1,0
1012,915,321,5,1,0
1013,915,150,2,1,0
1014,915,347,2,1,0
1015,915,373,3,1,0
1016,915,26,4,1,0
1017,915,330,3,1,0
1018,915,307,3,1,0
1019,915,22,5,1,0
1020,915,109,4,1,0
1021,915,333,2,1,0
1022,915,247,4,1,0
1023,915,650,5,1,0
1024,915,364,3,1,0
1025,915,152,2,1,0
1026,915,392,4,1,0
1027,915,686,3,1,0
1028,915,229,4,1,0
1029,915,802,1,1,0
1030,915,252,1,1,0
1031,915,12,3,1,0
1032,915,726,3,1,0
1033,915,299,3,1,0
1034,915,141,3,1,0
1035,915,1040,5,1,0
1036,915,288,5,1,0
1037,915,50,3,1,0
1038,915,478,4,1,0
1039,915,297,4,1,0
1040,915,86,3,1,0
1041,915,543,5,1,0
1042,915,93,2,1,0
1043,915,643,3,1,0
1044,915,361,4,1,0
1045,915,340,1,1,0
1046,915,744,2,1,0
1047,915,314,3,1,0
1048,915,236,3,1,0
1049,915,101,5,1,0
1050,915,68,3,1,0
1051,915,490,3,1,0
1052,915,231,3,1,0
1053,915,253,1,1,0
1054,915,182,5,1,0
1055,915,57,3,1,0
1056,915,542,3,1,0
1057,915,103,4,1,0
1058,522,530,4,1,0
1059,522,253,4,1,0
1060,522,56,4,1,0
1061,522,1130,5,1,0
1062,522,787,3,1,0
1063,522,541,3,1,0
1064,522,8,4,1,0
1065,522,1074,2,1,0
1066,522,552,3,1,0
1067,522,763,3,1,0
1068,522,814,2,1,0
1069,522,556,4,1,0
1070,522,521,2,1,0
1071,522,197,4,1,0
1072,522,1304,3,1,0
1073,522,1058,4,1,0
1074,522,747,3,1,0
1075,522,513,4,1,0
1076,522,1313,3,1,0
1077,522,383,4,1,0
1078,522,1021,3,1,0
1079,522,625,3,1,0
1080,522,1193,3,1,0
1081,522,1204,2,1,0
1082,522,708,3,1,0
1083,522,649,3,1,0
1084,522,836,3,1,0
1085,522,819,5,1,0
1086,522,152,2,1,0
1087,522,972,2,1,0
1088,522,332,2,1,0
1089,522,1316,2,1,0
1090,522,512,2,1,0
1091,522,1146,4,1,0
1092,522,622,2,1,0
1093,522,403,4,1,0
1094,522,1,5,1,0
1095,522,139,4,1,0
1096,522,280,4,1,0
1097,522,793,3,1,0
1098,522,912,4,1,0
1099,522,803,3,1,0
1100,522,72,4,1,0
1101,522,48,4,1,0
1102,522,584,4,1,0
1103,522,310,5,1,0
1104,522,591,4,1,0
1105,522,346,3,1,0
1106,522,85,3,1,0
1107,522,875,4,1,0
1108,522,104,4,1,0
1109,522,1118,4,1,0
1110,522,710,5,1,0
1111,522,830,4,1,0
1112,522,115,5,1,0
1113,522,673,2,1,0
1114,522,130,5,1,0
1115,522,184,4,1,0
1116,522,866,3,1,0
1117,522,339,3,1,0
1118,522,659,4,1,0
1119,522,419,4,1,0
1120,522,445,5,1,0
1121,522,778,4,1,0
1122,522,359,4,1,0
1123,522,796,2,1,0
1124,522,4,5,1,0
1125,522,876,4,1,0
1126,522,940,4,1,0
1127,522,1132,2,1,0
1128,522,995,3,1,0
1129,522,904,3,1,0
1130,522,181,3,1,0
1131,522,408,4,1,0
1132,522,551,4,1,0
1133,522,716,5,1,0
1134,522,91,4,1,0
1135,522,685,5,1,0
1136,522,64,3,1,0
1137,522,471,4,1,0
1138,522,1119,3,1,0
1139,522,54,5,1,0
1140,522,221,4,1,0
1141,522,859,4,1,0
1142,522,996,4,1,0
1143,522,997,3,1,0
1144,522,417,4,1,0
