movieId	Genre	itemID
95	Action|Thriller	130
2717	Comedy|Horror	131
2571	Action|Sci-Fi|Thriller	132
1917	Action|Adventure|Sci-Fi|Thriller	133
2396	Comedy|Romance	134
3735	Crime|Drama	135
1953	Action|Crime|Drama|Thriller	136
1597	Action|Mystery|Romance|Thriller	137
3809	Comedy	138
1954	Action|Drama	139
1955	Drama	140
235	Comedy|Drama	141
1124	Drama	142
1957	Drama	143
163	Action|Romance|Thriller	144
21	Action|Comedy|Drama	145
165	Action|Thriller	146
1090	Drama|War	147
380	Action|Adventure|Comedy|Romance	148
2501	Drama	149
349	Action|Adventure|Thriller	150
457	Action|Thriller	151
1096	Drama	152
920	Drama|Romance|War	153
459	Action	154
1527	Action|Sci-Fi	155
3418	Action|Drama	156
1385	Action	157
3451	Comedy|Drama	158
3095	Drama	159
780	Action|Sci-Fi|War	160
498	Drama|Romance	161
2728	Drama	162
2002	Action|Comedy|Crime|Drama	163
1784	Comedy|Drama	164
2943	Drama|Romance	165
2006	Action|Adventure|Romance	166
318	Drama	167
1968	Comedy|Drama	168
3678	Drama	169
1244	Comedy|Drama|Romance	170
356	Comedy|Romance|War	171
1245	Drama	172
3893	Comedy|Thriller	173
1247	Drama|Romance	174
3421	Comedy	175
1641	Comedy	176
1394	Comedy	177
3534	Comedy	178
104	Comedy	179
2735	Action|Adventure|Comedy	180
1431	Action|Comedy	181
3868	Comedy	182
1079	Comedy	183
2997	Comedy	184
1615	Adventure|Thriller	185
1291	Action|Adventure	186
653	Action|Adventure|Fantasy	187
2167	Action|Adventure|Horror	188
1580	Action|Adventure|Comedy|Sci-Fi	189
3619	Comedy	190
1049	Action|Adventure	191
1261	Action|Adventure|Comedy|Horror	192
552	Action|Adventure|Comedy	193
1266	Western	194
733	Action|Adventure|Thriller	195
1378	Action|Comedy|Western	196
1379	Action|Comedy|Western	197
3552	Comedy	198
1304	Action|Comedy|Western	199
2470	Adventure|Comedy	200
3168	Adventure|Drama	201
2617	Action|Adventure|Horror|Thriller	202
3671	Comedy|Western	203
2871	Adventure|Thriller	204
2115	Action|Adventure	205
1136	Comedy	206
2081	Animation|Children's|Comedy|Musical|Romance	207
2951	Action|Western	208
1214	Action|Horror|Sci-Fi|Thriller	209
1036	Action|Thriller	210
3702	Action|Sci-Fi	211
2366	Action|Adventure|Horror	212
1387	Action|Horror	213
3527	Action|Sci-Fi|Thriller	214
1201	Action|Western	215
2947	Action	216
1240	Action|Sci-Fi|Thriller	217
2987	Adventure|Animation|Film-Noir	218
2333	Drama	219
1175	Comedy|Sci-Fi	220
39	Comedy|Romance	221
288	Action|Thriller	222
2337	Drama	223
1535	Drama|Romance	224
1392	Comedy|Drama	225
1466	Crime|Drama	226
860	Comedy	227
1683	Drama|Romance|Thriller	228
866	Crime|Drama|Romance|Thriller	229
1684	Romance	230
2770	Comedy	231
215	Drama|Romance	232
1759	Drama	233
501	Drama	234
506	Drama	235
1250	Drama|War	236
3793	Action|Sci-Fi	237
509	Drama|Romance	238
41	Drama|War	239
2058	Action|Thriller	240
3799	Animation|Children's	241
47	Crime|Thriller	242
2700	Animation|Comedy	243
296	Crime|Drama	244
581	Documentary	245
1617	Crime|Film-Noir|Mystery|Thriller	246
728	Comedy	247
299	Drama	248
3079	Drama	249
2560	Drama|Horror	250
1909	Mystery|Sci-Fi|Thriller	251
224	Comedy|Drama|Romance	252
3728	Thriller	253
229	Drama|Thriller	254
6	Action|Crime|Thriller	255
3006	Drama	256
1046	Drama|Romance	257
800	Drama|Mystery	258
50	Crime|Thriller	259
52	Comedy	260
1191	Documentary	261
1192	Documentary	262
3081	Horror|Romance	263
377	Action|Romance|Thriller	264
1268	Drama	265
3083	Comedy|Drama	266
3513	Drama|Thriller	267
2428	Horror|Sci-Fi	268
2282	Comedy|Drama	269
3514	Drama	270
1554	Drama|Romance	271
1912	Action|Crime|Romance	272
2716	Comedy|Horror	273
1485	Comedy	274
2289	Comedy|Drama	275
162	Documentary	276
1127	Action|Adventure|Sci-Fi|Thriller	277
3016	Horror	278
2070	Drama	279
1704	Drama	280
3163	Drama	281
2437	Drama	282
2291	Drama|Romance	283
1635	Drama	284
1279	Comedy|Drama	285
2721	Romance	286
2723	Action|Adventure|Comedy	287
1921	Sci-Fi|Thriller	288
2725	Drama	289
1923	Comedy	290
2580	Crime	291
3386	Drama|Mystery	292
3744	Action|Crime	293
968	Horror|Sci-Fi	294
896	Drama	295
3020	Action|Drama	296
1788	Action|Drama	297
176	Comedy	298
461	Drama|Romance	299
1429	Action	300
2159	Crime|Horror	301
1715	Thriller	302
1643	Drama|Romance	303
3249	Thriller	304
3176	Drama|Mystery|Thriller	305
1719	Drama	306
2806	Comedy|Thriller	307
2734	Drama	308
1649	Documentary	309
321	Drama	310
2013	Action|Adventure	311
3100	Drama	312
2952	Crime|Thriller	313
1794	Comedy|Drama	314
2599	Comedy	315
1500	Comedy|Crime	316
2959	Drama	317
1509	Drama	318
1722	Action|Romance|Thriller	319
1650	Drama	320
908	Drama|Thriller	321
1653	Drama|Sci-Fi|Thriller	322
2384	Children's|Comedy	323
1729	Crime|Drama	324
3476	Horror|Mystery|Thriller	325
2890	Drama|War	326
3113	Action|Thriller	327
16	Drama|Thriller	328
2029	Comedy|Romance	329
194	Drama	330
551	Children's|Comedy|Musical	331
1513	Comedy	332
3046	Comedy|Romance	333
2318	Comedy	334
1517	Comedy	335
1089	Crime|Thriller	336
3260	Drama	337
913	Film-Noir|Mystery	338
1730	Drama	339
3409	Drama|Thriller	340
2607	Drama	341
1449	Comedy	342
1732	Comedy|Crime|Mystery|Thriller	343
1733	Drama|Romance	344
2390	Comedy	345
1734	Comedy|Drama	346
3266	Action|Comedy|Crime|Drama	347
3267	Action|Thriller	348
3624	Action	349
2395	Comedy	350
1594	Drama	351
2683	Comedy	352
412	Drama	353
2759	Comedy	354
994	Drama	355
1884	Comedy|Drama	356
1885	Comedy|Drama	357
272	Drama	358
24	Drama|Sci-Fi	359
3051	Drama	360
348	Comedy	361
2323	Documentary	362
1093	Drama|Musical	363
29	Adventure|Sci-Fi	364
562	Comedy|Drama	365
1095	Drama	366
1529	Drama	367
2188	Drama	368
497	Comedy|Romance	369
202	Drama|Romance	370
1747	Comedy|Drama	371
2908	Drama	372
1966	Comedy	373
3499	Horror	374
353	Action|Romance|Thriller	375
32	Drama|Sci-Fi	376
1243	Comedy|Drama	377
1897	Drama|Romance	378
1171	Comedy	379
3786	Comedy	380
34	Children's|Comedy|Drama	381
357	Comedy|Romance	382
36	Drama	383
714	Western	384
2406	Action|Adventure|Comedy|Romance	385
1101	Action|Romance	386
3717	Action|Crime	387
1030	Adventure|Animation|Children's|Musical	388
1688	Animation|Children's|Musical	389
364	Animation|Children's|Musical	390
3501	Comedy|Romance	391
3072	Comedy	392
3074	Western	393
3508	Western	394
1043	Drama|Romance	395
597	Comedy|Romance	396
383	Western	397
2506	Comedy|Drama|Romance	398
3524	Comedy|Romance	399
1569	Comedy|Romance	400
2082	Children's|Comedy	401
3600	Comedy|Musical	402
3604	Musical	403
2802	Action|Romance|Thriller	404
3536	Comedy|Romance	405
3753	Action|Drama|War	406
3682	Western	407
2017	Children's|Fantasy|Musical	408
3685	Comedy|Drama|Romance	409
3610	Musical	410
1296	Drama|Romance	411
838	Comedy|Drama|Romance	412
1007	Children's|Comedy|Western	413
1947	Musical|Romance	414
2966	Drama	415
266	Drama|Romance|War|Western	416
17	Drama|Romance	417
1441	Comedy|Romance	418
1088	Musical|Romance	419
912	Drama|Romance|War	420
199	Drama|Musical	421
1806	Adventure|Children's|Comedy	422
2469	Comedy|Romance	423
2100	Comedy|Fantasy|Romance	424
1959	Drama|Romance	425
1380	Comedy|Musical|Romance	426
569	Children's|Comedy	427
1674	Drama|Romance|Thriller	428
3565	Comedy|Drama	429
861	Action|Thriller	430
1997	Horror	431
1573	Action|Sci-Fi|Thriller	432
474	Action|Thriller	433
1221	Action|Crime|Drama	434
2336	Drama	435
3425	Drama	436
1393	Drama|Romance	437
1682	Drama	438
508	Drama	439
3213	Animation|Children's	440
42	Action|Crime|Drama	441
650	Drama	442
3500	Comedy|Drama	443
3148	Drama	444
2702	Drama	445
1476	Comedy|Drama	446
1693	Drama	447
151	Drama|Romance|War	448
510	Drama	449
4	Comedy|Drama	450
1621	Drama	451
3155	Drama|Romance	452
58	Drama|Romance	453
2712	Drama	454
2429	Adventure|Children's|Drama	455
1840	Drama	456
1916	Action|Comedy|Drama	457
1488	Action|Drama|Thriller|War	458
230	Drama|Thriller	459
1120	Drama	460
161	Drama|Thriller|War	461
1411	Drama	462
524	Drama	463
1059	Drama|Romance	464
454	Drama|Thriller	465
1701	Comedy|Drama	466
1274	Adventure|Animation|Sci-Fi|Thriller	467
741	Animation|Sci-Fi	468
1277	Action|Drama|Romance	469
1639	Drama|Romance	470
3528	Drama|Romance	471
2297	Drama|Romance	472
465	Action|Drama|War	473
1711	Comedy|Crime|Drama|Mystery	474
538	Drama	475
393	Action	476
2442	Drama	477
73	Drama|Musical	478
3246	Drama	479
3173	Drama	480
105	Drama|Romance	481
253	Drama|Horror	482
3250	Drama	483
3252	Drama	484
476	Comedy|Drama	485
111	Drama|Thriller	486
3259	Drama|Romance	487
1589	Crime|Drama|Mystery	488
2023	Action|Crime|Drama	489
14	Drama	490
337	Drama	491
2314	Drama	492
2600	Action|Sci-Fi|Thriller	493
269	Drama	494
555	Action|Crime|Romance	495
1660	Drama	496
3265	Action|Crime	497
1735	Drama|Romance	498
3481	Comedy	499
2686	Drama|Mystery	500
2688	Drama|Thriller	501
345	Comedy|Drama	502
2320	Drama|Thriller	503
25	Drama|Romance	504
2324	Comedy|Drama	505
2329	Drama	506
1810	Drama	507
2541	Drama	508
1673	Drama	509
1678	Drama	510
1027	Drama	511
2699	Action|Comedy|Sci-Fi|Thriller	512
282	Drama	513
367	Comedy|Crime|Fantasy	514
223	Comedy	515
3298	Drama	516
3948	Comedy	517
805	Drama	518
3510	Drama|Thriller	519
300	Drama	520
1777	Comedy|Romance	521
3301	Comedy|Crime	522
1343	Thriller	523
3160	Drama	524
529	Drama	525
3452	Action|Romance	526
1060	Comedy|Drama	527
1356	Action|Adventure|Sci-Fi	528
1358	Drama|Thriller	529
3178	Drama	530
3751	Animation|Children's|Comedy	531
3826	Horror|Sci-Fi|Thriller	532
3755	Action|Adventure|Thriller	533
2302	Comedy	534
1148	Animation|Comedy	535
2166	Drama|Romance	536
3253	Comedy	537
1584	Drama|Sci-Fi	538
1223	Animation|Comedy	539
1446	Comedy	540
3623	Action|Thriller	541
778	Drama	542
1669	Romance	543
3484	Thriller	544
3916	Drama	545
1233	Action|Drama|War	546
1307	Comedy|Romance	547
3270	Drama	548
1310	Documentary	549
428	Drama	550
2622	Comedy|Fantasy	551
3358	Comedy|Romance	552
3359	Drama	553
1756	Horror	554
1320	Action|Horror|Sci-Fi|Thriller	555
2124	Comedy	556
2125	Drama|Romance	557
2054	Adventure|Children's|Comedy|Fantasy|Sci-Fi	558
1252	Film-Noir|Mystery|Thriller	559
1254	Adventure	560
3869	Comedy	561
1256	Comedy|War	562
1257	Comedy	563
1831	Action|Sci-Fi|Thriller	564
3363	Comedy|Drama	565
586	Children's|Comedy	566
587	Comedy|Romance|Thriller	567
3438	Action|Children's|Fantasy	568
3439	Action|Children's|Fantasy	569
3296	Drama	570
2496	Comedy|Romance	571
2497	Romance	572
2	Adventure|Children's|Fantasy	573
2498	Comedy|Sci-Fi	574
153	Action|Adventure|Comedy|Crime	575
7	Comedy|Romance	576
2133	Adventure|Comedy	577
2135	Adventure|Musical	578
2136	Comedy	579
2137	Animation|Children's	580
802	Drama|Romance	581
2138	Animation|Children's|Drama|Fantasy	582
1409	Comedy|Romance	583
1339	Horror|Romance	584
1269	Comedy|Mystery|Thriller	585
2640	Action|Adventure|Sci-Fi	586
592	Action|Adventure|Crime|Drama	587
596	Animation|Children's	588
3447	Drama	589
1918	Action|Comedy|Crime|Drama	590
2140	Children's|Fantasy|Sci-Fi	591
2072	Comedy	592
1271	Drama	593
1345	Horror	594
2077	Adventure|Children's	595
2078	Animation|Children's|Comedy|Musical	596
1276	Comedy|Drama	597
743	Comedy	598
671	Comedy|Sci-Fi	599
1278	Comedy|Horror	600
3525	Comedy	601
1927	War	602
2657	Comedy|Horror|Musical|Sci-Fi	603
3388	Comedy	604
316	Action|Adventure|Sci-Fi	605
317	Children's|Comedy|Fantasy	606
248	Comedy	607
2080	Animation|Children's|Comedy|Musical|Romance	608
1282	Animation|Children's|Musical	609
1283	Western	610
750	Sci-Fi|War	611
2087	Animation|Children's|Fantasy|Musical	612
1286	Drama|Romance	613
3608	Comedy	614
2662	Action|Sci-Fi|War	615
3466	Comedy|Fantasy	616
2300	Comedy|Musical	617
180	Comedy	618
329	Action|Adventure|Sci-Fi	619
3034	Animation|Children's	620
186	Comedy	621
2161	Adventure|Children's|Fantasy	622
3037	Comedy|Drama|Western	623
2090	Animation|Children's	624
3039	Comedy	625
2091	Children's|Sci-Fi	626
830	Comedy	627
2093	Adventure|Children's|Fantasy|Sci-Fi	628
904	Mystery|Thriller	629
2094	Action|Adventure|Sci-Fi	630
1292	Comedy	631
2096	Animation|Children's|Musical	632
1294	Comedy|War	633
765	Comedy|Drama	634
2746	Comedy|Horror|Musical	635
1009	Adventure|Children's|Fantasy	636
1948	Comedy	637
333	Comedy	638
339	Comedy|Romance	639
2316	Drama|Romance	640
1371	Action|Adventure|Sci-Fi	641
2174	Comedy|Fantasy	642
1374	Action|Adventure|Sci-Fi	643
1375	Action|Adventure|Sci-Fi	644
915	Comedy|Romance	645
1376	Action|Adventure|Sci-Fi	646
1377	Action|Adventure|Comedy|Crime	647
916	Comedy|Romance	648
918	Musical	649
1012	Children's|Drama	650
2826	Action|Horror|Thriller	651
3629	Comedy	652
1015	Adventure|Children's	653
1016	Children's|Comedy	654
1019	Adventure|Children's|Fantasy|Sci-Fi	655
3489	Adventure|Fantasy	656
344	Comedy	657
275	Comedy	658
2252	Comedy|Drama	659
277	Drama	660
923	Drama	661
924	Drama|Mystery|Sci-Fi|Thriller	662
3701	Crime|Drama|Sci-Fi	663
3703	Action|Sci-Fi	664
926	Drama	665
3704	Action|Sci-Fi	666
1020	Comedy	667
784	Comedy	668
858	Action|Crime|Drama	669
1023	Animation|Children's	670
1025	Animation|Children's	671
2693	Documentary	672
1967	Adventure|Children's|Fantasy	673
351	Comedy|Drama|Romance	674
2405	Action|Adventure|Comedy|Romance	675
2407	Comedy|Sci-Fi	676
3066	War	677
2193	Action|Adventure|Fantasy	678
932	Romance	679
1031	Adventure|Children's|Musical	680
1104	Drama	681
1032	Animation|Children's|Musical	682
435	Comedy|Sci-Fi	683
943	Drama|Romance	684
3723	Drama	685
1042	Comedy	686
370	Comedy	687
2423	Comedy	688
3153	Action|Adventure|Fantasy	689
2424	Comedy|Romance	690
3086	Comedy	691
3087	Comedy	692
953	Drama	693
954	Drama	694
3591	Comedy|Drama	695
2863	Comedy|Musical	696
3593	Action|Sci-Fi	697
1125	Comedy	698
520	Comedy	699
3668	Drama|Romance	700
2795	Comedy	701
1129	Action|Adventure|Sci-Fi|Thriller	702
2431	Comedy|Drama	703
62	Drama	704
3309	Comedy	705
1633	Drama	706
2436	Comedy	707
3097	Comedy|Romance	708
3099	Comedy|Romance	709
3812	Comedy	710
2000	Action|Comedy|Crime|Drama	711
963	Musical	712
2001	Action|Comedy|Crime|Drama	713
1200	Action|Sci-Fi|Thriller|War	714
2003	Comedy|Horror	715
1203	Drama	716
2005	Adventure|Children's|Fantasy	717
1204	Adventure|War	718
969	Action|Adventure|Romance|War	719
2872	Action|Drama|Fantasy|Romance	720
3675	Musical	721
2946	Comedy|Musical	722
898	Comedy|Romance	723
2009	Sci-Fi|Thriller	724
2874	Comedy	725
899	Musical|Romance	726
1135	Comedy	727
2948	Action	728
539	Comedy|Romance	729
2371	Comedy	730
3247	Comedy|Crime	731
3174	Comedy|Drama	732
3175	Adventure|Comedy|Sci-Fi	733
2375	Comedy	734
2378	Comedy	735
971	Drama	736
2011	Comedy|Sci-Fi	737
2012	Comedy|Sci-Fi|Western	738
2015	Children's|Comedy|Fantasy	739
1215	Action|Adventure|Comedy|Horror|Sci-Fi	740
1073	Adventure|Children's|Comedy|Fantasy	741
3688	Comedy	742
541	Film-Noir|Sci-Fi	743
542	Comedy	744
543	Comedy|Romance|Thriller	745
3254	Comedy	746
2453	Drama|Fantasy	747
2529	Action|Sci-Fi	748
1654	Children's|Drama|Fantasy	749
1583	Children's|Fantasy	750
3189	Comedy	751
116	Documentary	752
1586	Action|Drama|War	753
2021	Fantasy|Sci-Fi	754
1220	Action|Comedy|Musical	755
1080	Comedy	756
2967	Drama|Thriller	757
2968	Adventure|Fantasy|Sci-Fi	758
2530	Action|Sci-Fi	759
3264	Comedy|Horror	760
3194	Drama	761
2393	Action|Sci-Fi	762
3198	Drama	763
2399	Adventure|Children's|Fantasy	764
1302	Drama	765
1230	Comedy|Romance	766
2105	Action|Adventure|Fantasy|Sci-Fi	767
2033	Animation|Children's	768
2108	Comedy|Romance	769
1234	Comedy|Crime	770
2109	Comedy	771
1091	Comedy	772
3347	Drama	773
203	Comedy	774
1676	Action|Adventure|Sci-Fi|War	775
208	Action|Adventure	776
2111	Comedy	777
2040	Children's|Comedy	778
2041	Action|Adventure|Children's|Comedy	779
3928	Comedy|Horror	780
2043	Adventure|Children's|Fantasy	781
2045	Adventure|Children's|Drama|Romance	782
2046	Adventure|Children's|Sci-Fi	783
2047	Children's	784
2049	Comedy|Musical	785
1753	Comedy	786
216	Comedy	787
2706	Comedy	788
2639	Drama	789
2710	Horror	790
663	Comedy	791
3448	Comedy|Drama|War	792
231	Comedy	793
2076	Drama|Mystery	794
246	Documentary	795
249	Drama|Romance	796
1288	Comedy|Drama|Musical	797
3396	Children's|Comedy	798
3101	Thriller	799
2598	Comedy	800
2306	Comedy	801
764	Drama|Romance	802
342	Comedy|Romance	803
1887	Adventure|Comedy	804
2325	Comedy	805
3129	Comedy|Drama	806
2907	Comedy	807
788	Comedy|Fantasy|Romance|Sci-Fi	808
2766	Comedy|Drama	809
2335	Comedy	810
1461	Comedy	811
3146	Comedy	812
1546	Comedy	813
440	Comedy|Romance	814
441	Comedy	815
2507	Comedy	816
1563	Drama	817
1498	Drama|Romance	818
2883	Comedy	819
3182	Documentary	820
85	Drama|Romance	821
88	Comedy	822
986	Adventure|Children's	823
481	Drama|Thriller	824
2539	Comedy	825
1665	Comedy	826
2106	Drama|War	827
708	Comedy|Romance	828
3362	Comedy|Crime|Drama	829
813	Comedy	830
3897	Comedy|Drama	831
934	Comedy	832
3658	Sci-Fi	833
1303	Adventure	834
999	Crime	835
2616	Action|Crime	836
3785	Comedy|Horror	837
1331	Horror	838
1262	Adventure|War	839
2641	Action|Adventure|Sci-Fi	840
3036	Adventure	841
3479	Adventure|Fantasy|Romance	842
10	Action|Adventure|Thriller	843
2822	Adventure|Romance	844
3494	Adventure|Western	845
421	Adventure|Children's	846
3070	Adventure|Comedy|Sci-Fi	847
2414	Action|Adventure|Mystery	848
1479	Action|Romance|Thriller	849
517	Action|Drama|Mystery	850
952	Adventure|Comedy	851
60	Adventure|Children's|Fantasy	852
3745	Adventure|Animation|Sci-Fi	853
2370	Action|Adventure|Drama	854
1216	Adventure|Romance	855
2528	Action|Adventure|Sci-Fi	856
1587	Action|Adventure	857
3269	Adventure|Romance|Sci-Fi	858
3417	Adventure|Comedy|Sci-Fi	859
3354	Sci-Fi	860
1263	Drama|War	861
2572	Comedy|Romance	862
2731	Drama	863
3033	Comedy|Sci-Fi	864
2243	Comedy|Drama|Romance	865
2694	Comedy	866
2920	Drama|Romance	867
1982	Horror	868
2976	Drama|Horror	869
2485	Comedy|Romance	870
141	Comedy	871
3798	Thriller	872
2707	Thriller	873
2567	Comedy	874
3004	Comedy|Romance	875
3005	Thriller	876
2719	Horror|Thriller	877
160	Action|Adventure|Mystery|Sci-Fi	878
748	Action|Sci-Fi|Thriller	879
2724	Comedy|Romance	880
2581	Comedy|Romance	881
1783	Film-Noir|Mystery|Thriller	882
1422	Mystery|Thriller	883
3461	Adventure|Drama|Thriller	884
3535	Comedy|Horror|Thriller	885
257	Mystery|Thriller	886
832	Drama|Thriller	887
762	Comedy|Crime	888
2676	Drama|Thriller	889
1883	Comedy	890
2763	Action|Thriller	891
3566	Comedy|Drama	892
2764	Crime|Drama|Thriller	893
1892	Mystery|Thriller	894
1608	Action|Thriller	895
1396	Crime|Drama|Sci-Fi	896
2840	Thriller	897
2841	Thriller	898
3646	Comedy	899
500	Comedy	900
3145	Drama	901
2272	Drama	902
2273	Action|Thriller	903
1619	Drama|War	904
1625	Mystery|Thriller	905
1487	Drama|Musical	906
1702	Children's|Comedy|Fantasy	907
2433	Drama	908
70	Action|Comedy|Crime|Horror|Thriller	909
1644	Horror|Mystery|Thriller	910
1645	Crime|Horror|Mystery|Thriller	911
2882	Drama	912
2387	Comedy|Crime	913
2389	Crime|Horror|Thriller	914
2961	Comedy|Drama	915
553	Western	916
628	Drama|Thriller	917
3261	Comedy|Drama|Romance	918
2605	Crime|Thriller	919
1804	Crime|Drama	920
1805	Crime|Drama|Mystery|Thriller	921
2391	Crime|Thriller	922
2394	Animation|Musical	923
3773	Comedy	924
1092	Mystery|Thriller	925
1672	Drama	926
2555	Comedy	927
2629	Comedy|Romance	928
2701	Action|Sci-Fi|Western	929
2568	Action|Crime	930
2713	Horror|Thriller	931
1911	Comedy	932
3516	Comedy|Romance	933
2643	Action|Adventure|Sci-Fi	934
2720	Action|Adventure|Children's|Comedy	935
2722	Action|Sci-Fi|Thriller	936
2805	Comedy|Romance	937
2828	Children's|Comedy	938
2761	Animation|Children's	939
2856	Thriller	940
2369	Comedy|Romance	941
2888	Comedy|Romance	942
2392	Comedy|Drama	943
2975	Drama	944
1179	Crime|Drama|Film-Noir	945
2553	Horror|Sci-Fi|Thriller	946
2554	Horror|Sci-Fi|Thriller	947
3932	Horror|Sci-Fi	948
3863	Sci-Fi|Thriller	949
1185	Drama	950
3503	Drama|Sci-Fi	951
3879	Action	952
3375	Sci-Fi	953
1779	Adventure|Sci-Fi|Thriller	954
164	Crime|Film-Noir|Mystery|Thriller	955
3457	Drama	956
319	Thriller	957
247	Drama|Fantasy|Romance|Thriller	958
1428	Drama	959
1284	Film-Noir|Mystery	960
2660	Sci-Fi	961
2661	Sci-Fi	962
2663	Sci-Fi	963
2664	Horror|Sci-Fi	964
2667	Sci-Fi	965
2668	Horror|Sci-Fi	966
3032	Sci-Fi	967
2311	Mystery|Sci-Fi	968
2173	Adventure|Fantasy|Sci-Fi	969
198	Action|Crime|Sci-Fi	970
2752	Comedy|Mystery	971
340	Adventure|Drama	972
3700	Drama|Sci-Fi	973
2901	Horror|Sci-Fi	974
3638	Action|Romance|Sci-Fi	975
30	Drama	976
1601	Crime|Drama|Film-Noir	977
3713	Drama	978
2912	Action|Crime|Drama	979
3576	Action|Horror|Sci-Fi	980
503	Drama	981
293	Crime|Drama|Romance|Thriller	982
1614	Comedy	983
2346	Sci-Fi|Thriller	984
942	Crime|Film-Noir|Mystery	985
446	Drama|Romance	986
1624	Drama	987
3156	Comedy|Drama|Sci-Fi	988
2287	Sci-Fi|Thriller|War	989
2288	Action|Horror|Sci-Fi|Thriller	990
3662	Horror|Sci-Fi|Thriller	991
3594	Drama	992
3300	Action|Sci-Fi	993
1206	Sci-Fi	994
1069	Film-Noir|Thriller	995
76	Sci-Fi|Thriller	996
2377	Horror|Sci-Fi	997
2010	Sci-Fi	998
3827	Action|Sci-Fi	999
610	Action|Adventure|Animation|Horror|Sci-Fi	1000
1077	Comedy|Sci-Fi	1001
2526	Sci-Fi	1002
2527	Action|Sci-Fi|Thriller|Western	1003
2454	Horror|Sci-Fi	1004
2455	Horror|Sci-Fi	1005
3696	Comedy|Horror|Sci-Fi	1006
2533	Action|Sci-Fi	1007
1301	Sci-Fi	1008
